,product_url,product_name,product_img,product_price
53,/vp/products/331103934?itemId=1057995790&vendorItemId=71979437650&sourceType=CATEGORY&categoryId=178354,LG전자 시네빔 4K UHD 빔프로젝터 HU70LA,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/11/01/16/5/776b5662-8430-4672-a1db-35d39e346ed0.jpg,"1,629,000"
54,/vp/products/1068535297?itemId=2015957856&vendorItemId=75667817247&sourceType=CATEGORY&categoryId=178354,"샤오미 닥터베이 초음파 전동칫솔, BET-C01",//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/05/10/11/5/35c30f78-ba6e-4523-a8c1-edd6152284b1.jpg,"24,900"
55,/vp/products/88951256?itemId=278088782&vendorItemId=3675748494&sourceType=CATEGORY&categoryId=178354,프로젝터매니아 미니 빔프로젝터 PJM-1500W,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/32dd/bc0bcb0b1a715038974715fab3b60ccd37edc39424ab48355317f4a6fba9.jpg,"67,030"
56,/vp/products/1853874159?itemId=3151244921&vendorItemId=77270496567&sourceType=CATEGORY&categoryId=178354,"샤오미 미 TV 스틱 1080P Full HD 글로벌버전 /넷플릭스 미스틱 웨이브 안드로이드, 샤오미 미박스S 글로벌버전 한국어지원",//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/f0e6/ee9fbb9ca38020d8864cd6db4fced164d79c507c0970821ed462f4d227af.jpg,"68,500"
57,/vp/products/1685539354?itemId=2870936116&vendorItemId=75892490978&sourceType=CATEGORY&categoryId=178354,"삼성전자 사이니지 IPTV 4K UHD HDR LH55BEAHLGFXKR HDMI 케이블포함, 방문설치, 벽걸이형",//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d4af/edd717be835b845b7a5b6b9b009454477f2137ae961c0d9dd293bcd3bdee.jpg,"804,000"
58,/vp/products/4971469173?itemId=6600745730&vendorItemId=73793988364&sourceType=CATEGORY&categoryId=178354,"삼성전자 QLED 138cm The Serif TV KQ55LST01EFXKR, 방문설치",//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/02/03/16/0/2438fc55-a380-48a6-9b63-ce690248f049.jpg,"1,990,000"
59,/vp/products/271649492?itemId=854275448&vendorItemId=73859008922&sourceType=CATEGORY&categoryId=178354,CnK 미니 빔프로젝터 Rhk72,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/18690519440553-8094a46a-9a82-4e12-836d-7e90ac8290c2.jpg,"206,560"
60,/vp/products/1173500388?itemId=2151804731&vendorItemId=76434296110&sourceType=CATEGORY&categoryId=178354,"씨앤케이 미니 빔프로젝터, RnK72",//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/01/13/17/5/b4e8bd87-3dd8-443a-80d3-876f2e421c8d.jpg,"180,000"
61,/vp/products/1445605817?itemId=2490893709&vendorItemId=74455630633&sourceType=CATEGORY&categoryId=178354,"삼성전자 Full HD LED 108cm 스마트 TV KU43T5300AFXKR, 스탠드형, 방문설치",//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/16433013749000-28c3f855-4542-4d67-af80-373983c55110.jpg,"521,600"
62,/vp/products/313652796?itemId=992058070&vendorItemId=5417927577&sourceType=CATEGORY&categoryId=178354,"삼성전자 FHD 108cm TV UN43N5000AFXKR, 스탠드형, 방문설치",//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/10694151468465-d17aff99-d0e8-40a9-84d7-a77379e1f097.jpg,"397,150"
